id,is_iceberg
8130a3aa,0.58145134
0f11be03,0.45370060
766073e1,0.59296620
e67f6889,0.99587039
148a0930,0.05409422
b333ff97,0.70090448
1c148a28,0.46037555
ee0b02d7,0.87537213
fa1c5f6d,0.83911836
9b12ae1f,0.28269966
3bb60b1b,0.45362471
096e7594,0.50560110
ac98996a,0.27506801
1b7b9b9d,0.53124526
61b2ac6f,0.60102871
2bd414a8,0.61252960
73d12826,0.46428459
29f7ec33,0.06540020
265f8aa8,0.99542300
0d6be675,0.49083527
a00ecdf6,0.56839436
c414328a,0.27797344
d47de87e,0.36514022
376f984f,0.52741679
12a35aa5,0.86317794
8ecfd739,0.08262611
2cbc30f4,0.28060731
aa4bdf31,0.10869469
69d18f51,0.96925038
50cd4394,0.00784824
bda732e1,0.66446972
8e77e385,0.53682925
49dfd51a,0.33953537
b0a3e728,0.59839011
518061ec,0.77007370
bb306c8c,0.27598624
1b2cf099,0.01330889
e7c405e4,0.10284825
1fc79c9d,0.17490720
3427cd60,0.94347071
8fc604cd,0.99811141
0981acfd,0.00098441
512e9c5c,0.78230234
ae9f2426,0.09630667
a8cd44c8,0.93193007
acac91c3,0.99909447
35988937,0.45550617
2a2dd539,0.52047609
3f971e0a,0.01286688
7e09131c,0.55486531
82726c59,0.58777679
ec4c3dbd,0.70398907
2a851255,0.00495373
2cebdab4,0.93490047
013b617b,0.76891921
21a8603a,0.35762603
fe2f2579,0.41235645
df069a3d,0.60656003
595f7f57,0.46886468
081bdb0a,0.02732615
6f8e7b3a,0.46994563
d1824fe1,0.02472114
3ddc6778,0.68502125
57e4244d,0.40537373
18e2e176,0.41883602
7394cdbc,0.75058445
19821b41,0.32655222
12e9563c,0.99345665
b96c9ed9,0.99744614
096d9c1b,0.31478675
97454a30,0.99574764
43b6c5d3,0.98697722
2c58bcc5,0.07811157
0c71dc02,0.49082318
f7cd79b0,0.50555123
922ec513,0.13611081
561b6b2c,0.83150336
32913f04,0.80674635
77aad507,0.04602846
d62d5a9c,0.47449820
be70bb3d,0.89288926
84920252,0.59369529
b9623d93,0.51684584
ba925eca,0.08581495
181ecadf,0.40624866
6fbcc9e2,0.09199221
57d5b182,0.39310386
d3013a36,0.20554686
21cafb54,0.32551128
d1a6cc74,0.00133850
c4017d47,0.00615612
22e05854,0.00674365
7eb53ec8,0.82418555
c77a806d,0.99876421
c114c951,0.99906534
71495521,0.28622995
98bb1260,0.21615626
546ec108,0.70171141
78f39102,0.03188008
26b6379a,0.45105774
8cb14c23,0.33004666
75892ee1,0.44287814
3d31d65f,0.13950345
30784a7a,0.38060522
efba2a23,0.99860911
9fcb2c5a,0.00679188
9910ee7e,0.32749730
dc97b587,0.22173959
7732ca72,0.04632008
c4bac1f1,0.56301973
a80ddf30,0.01598183
fe79c536,0.09486843
84e34259,0.99922973
7db3b563,0.03249850
5e946e6e,0.76965898
76881bf4,0.98746423
7c606237,0.26441237
7aa06d7d,0.59527802
0d035cbc,0.33802242
0838e69f,0.33468462
f6715e39,0.99321433
499004bb,0.16988195
4cefc9ec,0.00356242
ded95f0a,0.97953352
073112c9,0.32010957
96cb4df4,0.03703258
0962de0b,0.99057043
cea18b7b,0.98761147
75463cb0,0.56912730
4a59c201,0.43167438
29d46646,0.16019845
e6134ca4,0.09765150
445ae936,0.98817281
420d8dda,0.99686818
bae1b5b1,0.51164025
9f49327e,0.49017158
18b52f62,0.98553878
b02bb341,0.00638196
e5be8689,0.04160318
b5b85b95,0.32715554
b94f72e3,0.33144871
a79114fd,0.27499335
502ffafa,0.99680354
b8e274d7,0.26634194
e37f8f63,0.05297805
c8a5c9d9,0.34787320
d574bf84,0.54417035
88bc1b71,0.99941787
3261e3ee,0.73185067
e65424cf,0.18341921
706d2090,0.01044967
94d4c49c,0.44184057
51ba3d48,0.04677708
fdd4c395,0.39770066
12eed563,0.40156835
f93627e8,0.99424494
df51a7cd,0.20069663
c84092af,0.55765977
514a25a2,0.00210159
5d421481,0.29373863
d3859efd,0.99113606
eb024725,0.27833086
0d8537a5,0.58895664
fe708ff7,0.48858118
1790bbf0,0.43895096
8a30487e,0.19825205
70a01d16,0.19615476
89bb7fca,0.77319404
398c1300,0.00124570
41b43c73,0.31165683
72d2839a,0.13520896
beeb98cf,0.04428779
c409f194,0.67689605
0c654278,0.27934555
fb155295,0.82168077
103d1e1d,0.99600971
6c755ff3,0.00222918
3722a062,0.54438013
90611922,0.68545370
77b432f1,0.99609215
ccf53246,0.81236412
4c52089f,0.77594449
81e05676,0.11341146
732c51d0,0.02478132
b60c6094,0.41845158
2e9db48a,0.99234372
68cdc732,0.32720669
e1f9dbd9,0.04171907
31fd12b9,0.82506074
72bd3e45,0.38313008
84e2f1ab,0.42807202
b4b6d3d0,0.15553194
874d507a,0.31206193
44775bac,0.42827394
83dfaf91,0.32384204
a9a1cc1e,0.04681668
227de452,0.00271610
14519bcf,0.27620040
970a9821,0.85564214
e84230ac,0.02184068
550e4ebc,0.32991140
5e98d635,0.00734249
667d386b,0.59919110
503fefff,0.36576982
08bcb429,0.39689120
90c293d2,0.28871767
bbc84c36,0.57624165
3facaac6,0.36010780
e8d1bc63,0.07832788
0ba50202,0.33317772
9d947517,0.00069018
e084ed8f,0.01900468
7051b370,0.27545396
910f551e,0.61523744
8d238915,0.75159305
e7238f30,0.00105624
a658f1ba,0.25199230
0b4e7093,0.87358304
4d59af79,0.66199815
99a7b417,0.82841758
e5798365,0.54557933
078c699f,0.61869547
b2cd6017,0.66783769
89b3960f,0.60480362
104d981d,0.97887000
05e410e9,0.45005419
44556da6,0.55141767
207e5145,0.57412675
390ddfc0,0.00593375
2e82728f,0.29124165
4245d2cc,0.32648035
d43a187c,0.68146540
52b60236,0.05201919
cc22996f,0.46793627
bf08f16a,0.02527050
47dea2c3,0.89460846
22ac0bab,0.84869203
49c670ad,0.02965520
1040e727,0.19652907
f39933c4,0.25463819
30474ea4,0.98717182
73978670,0.81665985
527ad437,0.99001440
78f83e41,0.65595465
12921cf8,0.73234560
b960192b,0.18802567
9dfaf61b,0.00398125
cec954d2,0.00076188
00bb437f,0.59756955
06458d98,0.03011061
37ba4455,0.33036049
2feeeaf3,0.83771560
06c83a48,0.08218312
dfe4fd55,0.11135727
0b7fb9da,0.00701071
52d1ae5f,0.00301976
0ef51267,0.38189311
0d9822ce,0.78188991
bcad7099,0.02801796
a26a7454,0.38511155
93b7cc9d,0.52608226
dcd0ddc6,0.12566790
16655d5c,0.59641789
2a6150ae,0.48706927
601fa9bc,0.21444259
3644a31b,0.54157612
396254ec,0.53812429
b01bf536,0.57041741
ff13313c,0.74833658
18c308c7,0.65687899
50b69cc6,0.01052319
76bd6e6a,0.20256766
74c587bb,0.55980622
11b26a63,0.85052338
bf2bc384,0.40284098
075634d5,0.00303824
7b1e388b,0.19314882
8eb02fc2,0.84588613
5b09ed4a,0.43769960
371b935e,0.96373362
7a1cbaab,0.42773461
c5c72595,0.98970113
c5ea95c0,0.57144098
a5b61d35,0.33283217
2c252c46,0.39490587
7d8e52d9,0.18560607
13fe65d5,0.56727178
a3d2abc6,0.10718092
9248daa9,0.59150633
605470fc,0.33467129
38717ccd,0.98783159
1144cbd0,0.99591634
6d32e09b,0.56632121
89b138f7,0.00795575
a83f69a4,0.64880224
68b7f89d,0.74471246
a0998397,0.46381675
7e20006f,0.00070808
93b12419,0.60021024
475c5a35,0.51152134
67f42c90,0.47099951
45a114e0,0.08154939
41a59ee9,0.33249147
6c2c6a39,0.57353930
9f840a7d,0.00221957
2ad5ee96,0.06617995
cb8b875e,0.97451233
2283d088,0.03042215
545f8210,0.00518774
7eeed38a,0.86450760
be77b9e7,0.00768041
16ec40a3,0.44937060
b7e74bcf,0.86419833
8a36acfd,0.68274133
d2e5b493,0.99845655
bd88797b,0.00164603
78566a26,0.00572379
32449528,0.10334887
5f6ffdad,0.28839174
38bdc33c,0.77691341
f88a9ed3,0.58340969
c1fe2103,0.01702726
63f7ddd9,0.01243472
97e123d2,0.52410588
7d078228,0.58453460
6b43e60f,0.97248981
e07665a4,0.46449522
4da0c147,0.37160610
1d2474a1,0.67810216
f39a3050,0.00676529
aaeb3f89,0.35432200
daa3d1e9,0.48682166
23cad3ed,0.99648830
dc8fd92d,0.88691748
994a2787,0.07555968
5009ce8c,0.95326602
95ba90c7,0.04245004
bb176f20,0.00781026
57ccd603,0.22702933
c3767f5b,0.98941867
076492b4,0.07935645
68864007,0.50320800
fb124dd7,0.55283247
